Functionality	H3F3A	H3K20me1	H3K23ac	H3K27ac	H3K36me3	H3K4me1	H3K4me3	H3K79me1	 H3K79me2	H3K9ac	H3K9me3	H4K4me2
No	0	0	0	0	0	0	0	0	0	0	7.85062	0
No	0	0	0	0	0	0	0	0	0	0	7.85062	0
Yes	3.49815	39.151	0	4392.05	483.156	4272.43	18272.1	10.902	1083.12	994.096	0	1898.63
Yes	3.49815	39.151	0	4392.05	483.156	4272.43	18272.1	10.902	1083.12	994.096	0	1898.63
No	0	0	0	4.10953	0	9.04401	0	0	0	0	0	0
Yes	5.61325	0	0	10951.3	1776.17	1741.82	27649.4	0	0	992.512	322.409	888.122
Yes	0	0	0	0	0	0	0	0	0	0	0	0
Yes	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	22.7085	0	32.9266	0	0	0	0	6.39748	0
No	0	0	0	340.676	0	420.508	0	0	0	16.7713	0	103.282
No	0	0	0	340.676	0	420.508	0	0	0	16.7713	0	103.282
No	10.1594	5.16915	0	48.4016	317.972	12.0953	0.181653	0	8.7601	0	0	21.6819
No	10.1594	5.16915	0	48.4016	317.972	12.0953	0.181653	0	8.7601	0	0	21.6819
Yes	134.01	1063.5	6.09552	14340.4	9637.14	5258.96	49135.8	6.31772	1281.39	5188.27	23.7529	2711.47
Yes	134.01	1063.5	6.09552	14340.4	9637.14	5258.96	49135.8	6.31772	1281.39	5188.27	23.7529	2711.47
Yes	0	8.41291	18.5193	16303.2	980.938	402.663	39276.1	12.2668	510.308	3726.5	0	1549.23
No	0	7.23322	0	1451.52	456.338	807.243	6037.44	0	242.683	1180.97	0	790.895
No	0	0	0	29.4807	3.49947	14.5129	0	0	0	0	0	0
No	0	0	0	29.4807	3.49947	14.5129	0	0	0	0	0	0
Yes	7.60638	55.5873	0	48.1917	2059.67	8.39936	0	4.93929	2.22624	2.66433	0	0
No	5.57724	0	0	52.9933	2024.85	259.67	0	4.3391	0	0	0	137.153
No	5.57724	0	0	52.9933	2024.85	259.67	0	4.3391	0	0	0	137.153
No	135.577	118.505	0	761.742	5442.4	232.247	46.4773	0	0	0	484.201	0
No	135.577	118.505	0	761.742	5442.4	232.247	46.4773	0	0	0	484.201	0
Yes	15.5968	50.1757	0	55.4558	2285.89	0	0	0	0	0	0	0
Yes	15.5968	50.1757	0	55.4558	2285.89	0	0	0	0	0	0	0
No	0	0	0	0	0	49.3089	4.17623	0	0	0	0	19.4307
No	0	0	0	0	0	49.3089	4.17623	0	0	0	0	19.4307
No	0	0	0	18.3042	0	93.6648	0	0	0	0	0	0
No	0	0	0	18.3042	0	93.6648	0	0	0	0	0	0
No	0	0	0	18.3042	0	93.6648	0	0	0	0	0	0
No	0	0	0	18.3042	0	93.6648	0	0	0	0	0	0
No	0	0	0	0	28.5632	0	9.46809	0	0	0	912.676	0
No	0	0	0	0	28.5632	0	9.46809	0	0	0	912.676	0
No	0	0	0	0	28.5632	0	9.46809	0	0	0	912.676	0
No	0	0	0	0	0	0	0	0	0	0	33.306	0
No	0	0	0	0	0	0	0	0	0	0	33.306	0
No	0	0	0	0	0	0	0	0	0	0	8.77889	0
No	0	0	0	0	0	0	0	0	0	0	157.349	0
No	0	0	0	0	0	0	0	0	0	0	246.001	0
No	0	0	0	54.4825	2.46548	94.7708	0	0	0	0	14.3923	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0.779607	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	6.36987	15.2505	0	0	0	330.833	0
No	0	0	3.41829	36.0993	12.8079	5.70409	0	0	0	0	799.26	0
No	0	0	3.41829	36.0993	12.8079	5.70409	0	0	0	0	799.26	0
No	0	0	0	4.43472	0	0	0	0	0	0	0	0
No	0	0	0	4.43472	0	0	0	0	0	0	0	0
Yes	30.7468	524.479	0	440.817	4931.76	663.676	104.033	6.84818	15.1027	179.552	0	333.863
Yes	30.7468	524.479	0	440.817	4931.76	663.676	104.033	6.84818	15.1027	179.552	0	333.863
No	57.6446	506.147	11.712	896.22	4526.78	518.135	265.43	5.0466	6.56418	74.7174	17.3665	139.485
No	57.6446	506.147	11.712	896.22	4526.78	518.135	265.43	5.0466	6.56418	74.7174	17.3665	139.485
No	0	0	0	0	0	14.1418	0	0	0	0	8.55043	6.82484
No	0	0	0	0	0	0	0	0	0	0	5.03821	0
No	0	0	0	16.347	0	92.2815	0	0	0	3.23501	0	111.319
No	0	0	0	16.347	0	92.2815	0	0	0	3.23501	0	111.319
No	0	0	0	0	0	29.6941	0	0	0	0	6.3455	0
No	0	0	0	0	0	29.6941	0	0	0	0	6.3455	0
No	0	0	0	8.675	0	123.952	0	0	0	5.6042	9.33042	138.085
No	0	0	0	8.675	0	123.952	0	0	0	5.6042	9.33042	138.085
No	0	0	0	6.74346	0	5.68962	0	0	0	0	0	2.33906
No	0	0	0	0	7.71686	0	0	0	0	0	34.1614	0
No	0	0	0	60.5683	0	282.945	240.113	0	0	94.7491	163.762	478.032
No	0	0	0	60.5683	0	282.945	240.113	0	0	94.7491	163.762	478.032
No	0	0	0	0	0	0	0	0	0	0	66.89	0
No	0	0	0	0	0	0	0	0	0	0	141.571	0
No	0	0	0	0	0	0	0	0	0	0	141.571	0
No	0	0	0	0	0	0	0	0	0	0	100.052	0
No	0	0	0	6.50816	0	45.4108	0	0	0	0	309.979	0
No	0	0	0	6.50816	0	45.4108	0	0	0	0	309.979	0
No	0	0	0	38.5894	0	65.4684	5.20954	0	0	11.7218	423.899	16.0472
No	0	0	0	38.5894	0	65.4684	5.20954	0	0	11.7218	423.899	16.0472
No	0	0	0	0	0	8.72176	0	0	0	0	128.574	0
No	0	0	0	9.05836	0	117.038	0	0	0	8.92525	316.635	32.8293
No	0	0	0	9.05836	0	117.038	0	0	0	8.92525	316.635	32.8293
No	0	0	0	0	5.04313	0	0	0	0	0	189.779	0
No	0	0	0	10.6544	15.6117	3.26062	9.95831	0	0	3.49603	198.706	8.30274
No	0	0	0	0	0	5.57465	0	0	0	0	164.237	0
No	10.0392	0	13.8187	47.0928	0	310.013	0	0	0	37.0306	0	40.3282
No	10.0392	0	13.8187	47.0928	0	310.013	0	0	0	37.0306	0	40.3282
No	0	0	0	19.3084	0	39.2045	0	0	0	0	127.987	22.7288
No	0	0	0	19.3084	0	39.2045	0	0	0	0	127.987	22.7288
Yes	29.5614	849.87	0	2530.65	5327.09	1603.34	675.753	9.85029	1571.66	48.9792	0	39.2759
Yes	29.5614	849.87	0	2530.65	5327.09	1603.34	675.753	9.85029	1571.66	48.9792	0	39.2759
Yes	63.3558	929.707	0.492009	4252.54	4391.48	2768.09	637.829	18.7984	963.614	142.852	0	290.014
Yes	63.3558	929.707	0.492009	4252.54	4391.48	2768.09	637.829	18.7984	963.614	142.852	0	290.014
Yes	3.14454	140.462	0	204.561	3630.29	182.404	15.8697	2.64846	94.5618	0	4.60811	0
Yes	11.51	106.676	0	290.493	3254.45	274.236	16.1913	0.538123	91.2168	0	0	2.78093
Yes	4.5059	139.562	0	7.03172	1924.91	0	0	20.469	376.97	17.363	0	0
No	0	0	0	16.2566	0	3.01135	4.49559	0	2.87032	0	5.03738	0
Yes	0	5.19537	0	51.4474	2890.2	5.19521	10.8095	6.48003	0	0	5.65718	0
Yes	0	5.19537	0	51.4474	2890.2	5.19521	10.8095	6.48003	0	0	5.65718	0
No	0	0	0	1920.87	26.9932	4279.68	4179.92	0	7.40578	8.49712	34.2106	1513.5
No	0	0	0	1920.87	26.9932	4279.68	4179.92	0	7.40578	8.49712	34.2106	1513.5
No	0	0	0	1920.87	26.9932	4279.68	4179.92	0	7.40578	8.49712	34.2106	1513.5
No	0	0	0	1920.87	26.9932	4279.68	4179.92	0	7.40578	8.49712	34.2106	1513.5
No	22.0029	0	0	20185.8	2717.85	6073.71	10961.6	0	12.2967	1001.37	0	1743.81
No	22.0029	0	0	20185.8	2717.85	6073.71	10961.6	0	12.2967	1001.37	0	1743.81
No	22.0029	0	0	20185.8	2717.85	6073.71	10961.6	0	12.2967	1001.37	0	1743.81
No	22.0029	0	0	20185.8	2717.85	6073.71	10961.6	0	12.2967	1001.37	0	1743.81
Yes	53.9968	0	0	59474.7	8461.51	6304.72	82972.7	0	6.56039	2964.83	1822.3	2980.81
Yes	53.9968	0	0	59474.7	8461.51	6304.72	82972.7	0	6.56039	2964.83	1822.3	2980.81
Yes	53.9968	0	0	59474.7	8461.51	6304.72	82972.7	0	6.56039	2964.83	1822.3	2980.81
Yes	53.9968	0	0	59474.7	8461.51	6304.72	82972.7	0	6.56039	2964.83	1822.3	2980.81
No	157.645	0	17.6457	65815.9	5589.8	7103.41	95387.6	0	0	7412.02	87.2569	4863.32
No	157.645	0	17.6457	65815.9	5589.8	7103.41	95387.6	0	0	7412.02	87.2569	4863.32
No	157.645	0	17.6457	65815.9	5589.8	7103.41	95387.6	0	0	7412.02	87.2569	4863.32
No	157.645	0	17.6457	65815.9	5589.8	7103.41	95387.6	0	0	7412.02	87.2569	4863.32
No	0	0	0	636.693	0	138.019	1.77236	0	0	3.28405	64.0081	4.14199
No	0	1.04985	0	24.5061	10.4093	25.8605	29.5045	0	0	0	12.0213	0
No	0	1.04985	0	24.5061	10.4093	25.8605	29.5045	0	0	0	12.0213	0
No	0	0	0	0	0	52.9536	0	0	0	0	16.33	0
No	0	0	0	0	0	52.9536	0	0	0	0	16.33	0
No	0	0	0	148.417	10.2079	1763.67	825.431	0	0	18.741	0.470494	360.221
No	0	0	0	148.417	10.2079	1763.67	825.431	0	0	18.741	0.470494	360.221
No	0.249405	0	0	42.6928	0	430.88	42.9837	0	0	4.65677	0	57.522
Yes	1.09495	0	0	6.58648	7.39675	51.2806	2.00913	0	0	0	111.52	64.9058
No	1.04762	7.08877	0	12.0144	221.762	18.4342	9.09123	0	0	0	1490.37	4.16466
No	3.00294	3.92693	0	342.33	16.3141	384.819	17.4971	0	0	3.09214	0	0
No	0	0	0	0	2.38692	0	0	0	0	0	0.206158	0
No	0	0	0	10.248	0	11.3784	0	0	0	0	7.79835	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
Yes	4.22873	0	0	1639	0	425.591	20064.8	0	0	764.447	0	1140.05
No	5.42113	0	0	123.701	0	483.431	1624.19	0	0	0	0	636.986
No	42.0082	33.7751	0	850.319	0	576.822	1195.18	0	0	75.5334	0	779.805
No	0	0	0	15.4863	0.113941	0	0	0	0	0	17.9474	0
No	0	0	0	15.4863	0.113941	0	0	0	0	0	17.9474	0
Yes	15.5083	0	0	2437.07	0	329.547	10995.1	0	0	579.681	0	960.92
Yes	0	0	0	11.075	12.1421	0	0	0	0	0	233.667	0
Yes	0	0	0	11.075	12.1421	0	0	0	0	0	233.667	0
No	19.7152	0	0	1109.36	0	983.873	5065.07	0	0	319.719	0	972.181
No	0	0	5.61596	0	0	0	0	0	0	0	400.399	0
No	0	0	5.61596	0	0	0	0	0	0	0	400.399	0
Yes	45.8694	200.268	0	1030.26	3167.15	1218.91	5275.81	9.51163	457.028	872.156	0	791.85
No	53.6142	237.681	3.60432	844.422	3162.09	922.828	2117.05	6.32377	240.616	275.458	0	333.664
No	0	0	0	2.657	9.94192	0	3.47843	0	0	0	105.809	0
No	0	0	0	17.8987	0	18.5408	1.73812	0	0	0	0	0
No	0	0	0	24.1355	0	167.46	28.2361	0	0	0	0	14.3849
No	0	0	0	24.1355	0	167.46	28.2361	0	0	0	0	14.3849
No	4.99053	0	0	749.169	60.7373	2037.49	3690.76	0	0	137.096	28.6817	690.235
No	0	0	0	10.8136	0	79.7985	0	0	0	0	32.5562	64.4324
No	0	0	0	10.8136	0	79.7985	0	0	0	0	32.5562	64.4324
No	28.0641	11.0832	0	702.819	272.138	922.702	6021	0	0	0	0	983.632
No	28.0641	11.0832	0	702.819	272.138	922.702	6021	0	0	0	0	983.632
Yes	0	5.08411	0	3474.11	1019.28	3550.24	22180.6	0	0	267.88	161.913	2133.38
Yes	0	5.08411	0	3474.11	1019.28	3550.24	22180.6	0	0	267.88	161.913	2133.38
No	17.3392	7.62123	0	1698.96	1086.33	4173.16	24643.6	0	0	333.775	177.21	2263.81
No	17.3392	7.62123	0	1698.96	1086.33	4173.16	24643.6	0	0	333.775	177.21	2263.81
No	0	0	0	38.8009	0	21.549	10.5977	0	0	0	0	0
No	0	0	0	5.62682	0	0	6.61854	0	0	0	0.256478	3.12689
No	0	0	0	0	0	2.0117	0	0	0	0	0	0
Yes	0	0	0	220.879	96.2169	1317.96	4218.85	0	0	67.5076	50.5565	375.819
No	0	2.15415	0	29.5234	7.37288	681.945	1820.18	0	0	26.5529	13.0787	247.522
No	0	0	0	8.68883	3.44111	112.648	24.6144	0	0	0	0	90.9506
Yes	0	5.22259	0	128.303	19.7328	401.297	779.992	0	0	7.78842	12.6715	180.342
No	0	0	0	95.4155	0	236.657	81.2061	0	0	0	2.70784	56.4275
No	3.63231	0	0	806.121	261.358	1815.13	10610.8	0	2.72197	66.6136	19.6465	750.482
No	0	0	0	678.922	6.23776	1673.29	141.597	0	0	13.5994	23.1509	206.627
No	3.02362	0	0	81.4115	0	83.8303	0	0	0	9.01025	0	23.1382
No	0	0	0	28.8312	4.03847	43.6984	320.657	0	0	4.65447	38.3757	34.4363
No	37.7448	2.94978	0	4821.97	0	2825.11	9051.17	0	0	1415.43	1.77494	1386.58
Yes	35.6055	0	0	14364.7	108.248	1022.13	18859.7	0	0	2630.04	68.6773	1426.11
No	15.2823	0	5.83654	14972.6	3.31205	174.929	20224.8	0	0	3164.49	3.65368	1452.43
No	51.1342	0	9.81035	15049	9.21691	125.601	20278.4	12.3015	5.89376	3237.24	3.65368	1477.1
Yes	14.4922	1.26601	0	13487.7	0	104.478	19260.3	0	0	2498.38	3.65368	1374.75
No	0	0	0	22.3793	0	4.00753	0	0	0	0	0	0
No	0	0	0	587.933	0	335.408	30.0876	0	0	0	0	40.1397
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	239.555	0	80.8995	0	0	0	0	0	32.1859
No	0	0	0	239.555	0	80.8995	0	0	0	0	0	32.1859
No	0	0	0	16.0681	77.6285	0	0.0356299	0	0	0	1025.47	0
No	0	0	0	2.95906	2.65574	1.46753	0	0	0	0	0	0
Yes	0	4.73231	0	18.3814	98.4301	57.8235	0	3.69403	3.1704	0	0	3.6562
Yes	0	136.495	3.63524	30.8679	74.753	373.344	7.10681	2.77481	0	13.9554	7.70186	210.618
No	0	0	0	90.4521	0	786.95	0	0	0	35.8573	17.3792	574.361
No	0	0	0	90.4521	0	786.95	0	0	0	35.8573	17.3792	574.361
No	0	0	0	90.4521	0	786.95	0	0	0	35.8573	17.3792	574.361
No	0	0	0	90.4521	0	786.95	0	0	0	35.8573	17.3792	574.361
No	0	0	0	0	0	0.579371	0	0	0	0	0	0
No	0	0	0	0	4.0429	14.3684	0	0	0	0	49.9336	0
No	0	0	0	178.039	0	161.918	12.4006	0	0	0	0	0
No	0	0	0	178.039	0	161.918	12.4006	0	0	0	0	0
No	0	0	0	178.039	0	161.918	12.4006	0	0	0	0	0
No	3.84945	0	0	280.131	0	73.6946	28.4327	0	3.35725	0	2.04707	33.0009
No	0	0	0	70.2871	7.1171	330.597	9.34979	0	0	5.35008	0	30.3909
Yes	12.1417	25.6637	0	21.0341	6350.37	0	2.74556	0	0	0	0	0
Yes	12.1417	25.6637	0	21.0341	6350.37	0	2.74556	0	0	0	0	0
Yes	3.02898	13.0605	0	68.0723	3564.09	13.8226	0	4.89074	2.56513	0	0	0
Yes	0	2.98821	0	99.1943	249.176	346.7	3.85386	0	21.3834	0	34.9387	35.6754
Yes	66.4239	657.424	11.9642	9042.15	1612.31	1507.07	34849.5	13.9271	650.409	3455.39	18.2995	1833.63
No	0	0	0	0	0	3.26245	0	0	0	0	0	0
No	0	0	0	20.6834	0	0	0	0	0	0	0	0
No	0	0	0	3.42102	0	0	0	0	0	0	8.1736	0
No	0	0	0	3.42102	0	0	0	0	0	0	8.1736	0
No	5.30315	0	0	95.6106	3.20914	26.286	19.8895	0	0	0	83.4968	31.8255
No	5.30315	0	0	95.6106	3.20914	26.286	19.8895	0	0	0	83.4968	31.8255
No	0	0	0	93.0597	0	25.6977	0	0	0	0	0	0
No	4.39067	0	0	0	2.99832	0	0	0	9.25571	0	0	0
No	4.39067	3.15889	0	0	2.48665	2.5479	0	0	9.25571	0	0.510985	0
No	0	0	0	144.395	3.07314	67.7327	0	0	0	0	0	0
No	0	0	0	214.1	22.2309	49.899	18.2344	0	0	0	192.218	0
Yes	11.3949	113.718	0	653.641	3802.89	155.774	13.3087	3.73031	57.3385	4.71859	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	120.905	0	7.23093	0	0	0	1259.32	0
No	0	0	0	0	120.905	0	7.23093	0	0	0	1259.32	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	5.44554	1184.58	1.87662	1642.17	856.423	0	0	396.778	0	513.951
No	0	0	0	236.916	3.42079	149.601	239.784	0	0	0	22.4001	0
Yes	1.16752	0	0	4193.29	354.869	1586.11	12106.4	0	0	748.645	46.7327	999.318
No	0	0	0	4379.55	26.3809	457.807	3442.29	0	0	751.53	0	662.998
No	0	0	0	39.4641	15.8026	0	0	0	0	0	0	0
No	0	0	0	3.62321	0	0	0	0	0	0	208.1	0
No	0	0	0	2.29423	0	6.38033	0	0	0	0	0	0
No	0	0	0	30.2014	0	8.00565	0	0	0	24.5279	0	56.1165
No	0	0	0	30.2014	0	8.00565	0	0	0	24.5279	0	56.1165
No	0	0	0	30.2014	0	8.00565	0	0	0	24.5279	0	56.1165
Yes	4.57404	17.1332	0	1488.85	1085.27	967.066	84.4629	0	0	32.7277	0	338.044
Yes	4.57404	17.1332	0	1488.85	1085.27	967.066	84.4629	0	0	32.7277	0	338.044
No	0	0	0	3.12418	35.3599	6.87599	0	0	0	0	213.471	0
No	0	0	0	2.70367	29.9433	3.28307	0	0	0	0	216.842	0
No	0	0	0	0.564273	0	0	0	0	0	0	11.0525	0
No	0	0	0	0	0	8.32496	0	0	0	0	28.4015	0
No	0	0	0	0	0	8.32496	0	0	0	0	28.4015	0
No	0	0	0	75.4044	0	10.7654	46.4385	0	0	12.6592	319.633	0
No	0	0	0	75.4044	0	10.7654	46.4385	0	0	12.6592	319.633	0
No	0	0	0	14.4151	0	128.703	3.27507	0	0	0	16.8725	7.66788
No	0	0	0	14.4151	0	128.703	3.27507	0	0	0	16.8725	7.66788
No	0	0	3.88534	0	0	0	0	0	0	0	7.38134	0
No	0	0	0	0	6.95373	0	6.35047	0	0	0	1109.22	0
Yes	0	0	0	20994.8	0	198.073	67208	0	0	5200.88	0	3961.08
Yes	0	0	0	20994.8	0	198.073	67208	0	0	5200.88	0	3961.08
Yes	0	0	0	20994.8	0	198.073	67208	0	0	5200.88	0	3961.08
Yes	0	0	0	20994.8	0	198.073	67208	0	0	5200.88	0	3961.08
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	43.9726	0	97.4426	0	0	0	0	2.90917	0
Yes	60.9474	377.602	0	629.133	5067.24	244.791	60.7549	3.09893	114.988	15.4428	0	5.24397
Yes	65.4928	393.809	0	221.815	4889.63	65.5962	23.3981	0	172.517	9.05586	0	18.0222
No	0	0	0	742.204	0	280.055	923.318	0	7.60114	31.4387	0	213.416
No	0	0	0	808.886	1.73927	390.761	761.326	0	7.60114	25.5812	0	266.452
No	0	0.140533	0	163.066	0	110.881	20.3243	0	0	20.493	0	0
No	0	0	0	490.562	45.2556	186.846	58.5756	0	0	0	0	0
No	0	0	0	490.562	45.2556	186.846	58.5756	0	0	0	0	0
No	0	0	0	490.562	45.2556	186.846	58.5756	0	0	0	0	0
Yes	2.72599	113.241	0	18.8866	2097.19	11.7733	4.75424	2.60812	107.706	0	0	0
Yes	18.6649	94.9581	0	288.584	280.447	731.953	12.7714	14.822	248.581	17.952	0	126.282
Yes	18.6649	94.9581	0	288.584	280.447	731.953	12.7714	14.822	248.581	17.952	0	126.282
Yes	18.6649	94.9581	0	288.584	280.447	731.953	12.7714	14.822	248.581	17.952	0	126.282
No	0	0	0	0	0	26.409	0	0	20.4238	0	0	0
No	0	0	0	0	0	26.409	0	0	20.4238	0	0	0
No	0	0	0	0	0	26.409	0	0	20.4238	0	0	0
No	0	0	0	108.396	147.581	117.955	5.17873	0	0	0	976.664	0
No	0	0	0	108.396	147.581	117.955	5.17873	0	0	0	976.664	0
Yes	0	818.362	13.7565	25746.8	1863.19	2992.4	93668.2	4.45256	1738.52	7925.19	9.4293	2681.25
Yes	0	818.362	13.7565	25746.8	1863.19	2992.4	93668.2	4.45256	1738.52	7925.19	9.4293	2681.25
No	3.01123	0	20.3902	29693.3	958.097	1406.01	88738.5	0	303.642	6803.72	24.0477	2094
No	3.01123	0	20.3902	29693.3	958.097	1406.01	88738.5	0	303.642	6803.72	24.0477	2094
No	0	0	0	0	11.1901	0	0	0	0	0	227.861	0
No	0	0	0	0	11.1901	0	0	0	0	0	227.861	0
No	0	0	0	24.283	0	33.4387	0	0	0	0	176.907	0
No	0	0	0	24.283	0	33.4387	0	0	0	0	176.907	0
No	0	0	0	24.283	0	33.4387	0	0	0	0	176.907	0
No	0	0	0	0	0	0	0	0	0	0	62.3494	0
No	0	0	0	0	0	0	0	0	0	0	62.3494	0
No	0	0	0	0	0	4.83001	0	0	0	0	40.4871	0
No	0	0	0	7.09343	0	31.4428	0	0	0	0	0	1.71039
No	0	0	0	0	0	6.0643	0	0	0	0	5.45965	0
No	0	0	0	0	0	6.0643	0	0	0	0	5.45965	0
No	24.2022	0	0	252.263	0	224.512	87.8953	0	9.81874	6.60424	15.5434	122.737
No	24.2022	0	0	252.263	0	224.512	87.8953	0	9.81874	6.60424	15.5434	122.737
No	3.3968	0	0	59.9554	0	56.8235	0	0	0	0	33.5025	0
No	0	0	0	0.478731	171.904	0	4.93052	0	0	0	2333.77	0
No	0	0	0	0.478731	171.904	0	4.93052	0	0	0	2333.77	0
No	0	0	0	57.6842	5.60987	6.92434	0	0	0	0	140.243	0
No	0	0	0	57.6842	5.60987	6.92434	0	0	0	0	140.243	0
No	0	0	0	0	0	0	0	0	0	0	4.58973	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	78.9303	0	60.873	0	0	0	0	0	7.70594
No	0	0	0	8.37056	0	32.1416	54.1534	0	0	0	58.4998	13.0752
No	0	0	0	3.80814	2.93502	13.9561	0	0	0	0	19.996	0
No	0	0	0	0	0	0	0	0	0	0	95.5094	0
No	0	0	0	0	0	0	0	0	0	0	95.5094	0
No	0	0	0	0	0	0	0	0	0	0	95.5094	0
No	0	0	0	3.03569	0	0	0	0	0	0	123.168	0
No	0	0	0	0.600934	0	35.1063	0	0	0	0	83.7581	0
No	0	0	0	18.8651	0	5.20893	0	0	0	4.62793	4.31408	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0.780507	0	23.5049	0	0	0	0	50.6146	0
No	0	0	0	0.780507	0	23.5049	0	0	0	0	50.6146	0
No	0	0	0	0.780507	0	23.5049	0	0	0	0	50.6146	0
No	0	0	0	0.780507	0	23.5049	0	0	0	0	50.6146	0
No	0	0	0	4.73373	0	0	0	0	0	0	40.2683	0
No	0	0	0	3.58237	0	5.08574	7.07619	0	0	0	160.025	0
No	0	0	0	0	46.4691	6.25958	1.45951	0	0	0	833.195	0
No	0	0	0	0	61.1489	0	1.21358	0	0	0	732.927	0
No	0	0	0	0	0	0	0	0	0	0	6.35065	0
No	7.3849	0	0	10.124	0	0	0	0	0	0	116.838	0
No	7.3849	0	0	10.124	0	0	0	0	0	0	116.838	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	3.46222	0	0	11.3054	2.2081	35.3199	0	0	0	0.895228	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
No	0	0	0	0	0	0	0	0	0	0	0	0
Yes	25.1621	455.188	0	67.5559	5025.49	81.1178	14.7905	15.3242	132.631	0.790061	0	8.01749
Yes	0	76.621	0	135.137	1885.51	222.365	13.6195	9.93304	189.888	0	631.786	0
Yes	0	0	0	0	367.906	0	6.76778	0	0	0	2.73106	0
Yes	0	0	0	0	367.906	0	6.76778	0	0	0	2.73106	0
Yes	0	60.2101	0	20.9809	5979.42	3.71423	11.2375	0	239.731	0	1930.54	0
Yes	0	60.2101	0	20.9809	5979.42	3.71423	11.2375	0	239.731	0	1930.54	0
Yes	0	60.2101	0	20.9809	5979.42	3.71423	11.2375	0	239.731	0	1930.54	0
Yes	0	0	0	46.8285	6921.96	15.423	732.589	0	17.5686	0	9183.69	0
Yes	0	0	0	46.8285	6921.96	15.423	732.589	0	17.5686	0	9183.69	0
Yes	0	0	0	0	3074.34	0	173.207	0	5.41004	0	4137.87	0
Yes	0	0	0	8.57902	3238.32	0	243.959	0	7.84016	0	4362.15	0
Yes	0	0	0	41.355	3736.12	0	209.083	0	0.883729	0	4430.54	0
Yes	0	0	0	10.8868	3852.35	0	204.239	0	6.54626	0	4339.36	0
Yes	0	0	0	3.56199	3988.31	0	232.443	0	10.7237	3.74144	4235.34	0
Yes	0	0	0	32.6737	7327.78	0	258.042	0	19.3293	0	7727.23	0
Yes	0	0	0	32.6737	7327.78	0	258.042	0	19.3293	0	7727.23	0
Yes	0	0	0	3.00544	3229.08	0	64.884	0	2.96193	0	3146.39	0
Yes	0	5.78974	0	8.13504	6551.67	0	152.054	0	17.6822	0	6710.65	0
Yes	0	5.78974	0	8.13504	6551.67	0	152.054	0	17.6822	0	6710.65	0
Yes	0	0	0	10.6626	5411.06	0	60.8611	0	6.86826	0	4730.86	0
Yes	0	0	0	10.6626	5411.06	0	60.8611	0	6.86826	0	4730.86	0
Yes	0	0	0	0	2448.98	0	25.4567	0	2.03465	0	2270.79	0
Yes	0	6.54026	0	3.21243	3054.5	0.654335	45.1555	0	6.63691	0	2544.7	0
Yes	0	6.54026	0	5.50826	2791.66	7.19539	42.8894	0	0	0	2048.02	0
Yes	3.05113	3.4265	0	7.26335	2668.92	9.59685	24.2713	0	0	0	1559.72	0
Yes	0	6.3124	0	17.9596	4909.27	0	55.8652	0	0	0	2587.32	0
Yes	0	6.3124	0	17.9596	4909.27	0	55.8652	0	0	0	2587.32	0
Yes	0	3.75089	0	16.8196	2293.06	0	52.734	0	0	0	1334.98	0
Yes	0	7.50178	0	80.2807	4608.78	0	52.0821	0	0	0	2832.54	0
Yes	0	7.50178	0	80.2807	4608.78	0	52.0821	0	0	0	2832.54	0
Yes	0	6.78732	0	10.8234	5375.57	0	28.7492	0	0	0	2460.16	0
Yes	0	6.78732	0	10.8234	5375.57	0	28.7492	0	0	0	2460.16	0
Yes	0	0	0	0.233676	14.528	0	12.4847	0	0	0	1114.11	0
